Timestamp,Number of people
2018-07-25T06:06:40.674531Z,54
2018-07-25T06:16:47.687692Z,58
2018-07-25T06:26:54.800066Z,57
2018-07-25T06:37:06.036704Z,50
2018-07-25T06:47:12.916268Z,48
2018-07-25T06:57:19.967968Z,53
2018-07-25T07:07:27.390390Z,50
2018-07-25T07:17:36.449162Z,50
2018-07-25T07:27:43.403298Z,45
2018-07-25T07:37:54.156357Z,42
2018-07-25T07:48:01.170402Z,38
2018-07-25T07:58:10.033336Z,41
2018-07-25T08:08:17.271071Z,44
2018-07-25T08:18:24.490110Z,46
2018-07-25T08:28:31.398918Z,60
2018-07-25T08:38:38.855358Z,80
2018-07-25T08:48:45.719764Z,83
2018-07-25T08:58:52.972088Z,86
2018-07-25T09:09:00.112454Z,99
2018-07-25T09:19:08.515674Z,96
2018-07-25T09:29:17.323028Z,90
2018-07-25T09:39:25.675033Z,97
2018-07-25T09:49:33.049480Z,98
2018-07-25T09:59:40.436435Z,92
2018-07-25T10:09:47.722207Z,82
2018-07-25T10:19:55.441108Z,68
2018-07-25T10:30:07.146441Z,61
2018-07-25T10:40:21.602810Z,58
2018-07-25T10:50:28.550697Z,50
2018-07-25T11:00:36.415746Z,54
2018-07-25T11:10:44.780596Z,61
2018-07-25T11:20:51.906403Z,56
2018-07-25T11:30:58.888669Z,58
2018-07-25T11:41:13.965426Z,54
2018-07-25T11:51:20.752025Z,57
2018-07-25T12:01:28.049772Z,59
2018-07-25T12:11:35.092483Z,59
2018-07-25T12:21:42.250006Z,66
2018-07-25T12:31:49.259468Z,54
2018-07-25T12:42:00.205328Z,49
2018-07-25T12:52:08.656375Z,52
2018-07-25T13:02:15.744277Z,55
2018-07-25T13:12:22.980304Z,57
2018-07-25T13:22:30.728115Z,59
2018-07-25T13:32:37.900765Z,57
2018-07-25T13:42:53.583722Z,62
2018-07-25T13:53:00.722128Z,62
2018-07-25T14:03:09.034693Z,62
2018-07-25T14:13:18.058942Z,59
2018-07-25T14:23:25.403992Z,60
2018-07-25T14:33:38.630952Z,57
2018-07-25T14:43:55.817352Z,51
2018-07-25T14:54:02.975309Z,54
2018-07-25T15:04:11.899364Z,47
2018-07-25T15:14:19.734641Z,48
2018-07-25T15:24:26.922409Z,56
2018-07-25T15:34:34.067705Z,59
2018-07-25T15:44:45.536198Z,63
2018-07-25T15:54:53.176034Z,77
2018-07-25T16:05:00.406272Z,85
2018-07-25T16:15:13.160283Z,101
2018-07-25T16:25:20.746923Z,115
2018-07-25T16:35:27.688322Z,123
2018-07-25T16:45:35.041541Z,136
2018-07-25T16:55:42.189223Z,155
2018-07-25T17:05:56.390922Z,174
2018-07-25T17:16:03.890785Z,155
2018-07-25T17:26:19.472024Z,163
2018-07-25T17:36:27.034162Z,155
2018-07-25T17:46:40.539843Z,161
2018-07-26T20:34:00.570927Z,66
2018-07-26T20:46:01.053186Z,60
2018-07-26T20:56:09.540942Z,49
2018-07-26T21:06:20.568998Z,41
2018-07-26T21:16:28.317238Z,37
2018-07-26T21:26:40.584595Z,34
2018-07-26T21:36:48.429614Z,32
2018-07-26T21:46:56.547637Z,28
2018-07-26T21:57:03.508629Z,26
2018-07-26T22:07:13.176465Z,25
2018-07-26T22:17:20.332492Z,21
2018-07-26T22:27:31.015426Z,21
2018-07-26T22:37:39.163182Z,20
2018-07-26T22:47:46.584453Z,20
2018-07-26T22:57:56.491888Z,20
2018-07-26T23:08:05.045022Z,20
2018-07-26T23:18:14.569143Z,20
2018-07-26T23:28:25.458408Z,20
2018-07-26T23:38:32.927082Z,20
2018-07-26T23:48:42.462941Z,20
2018-07-26T23:58:52.717800Z,20
2018-07-27T00:09:00.025093Z,20
2018-07-27T00:19:16.580081Z,20
2018-07-27T00:29:27.900105Z,20
2018-07-27T00:39:35.981318Z,20
2018-07-27T00:49:43.859651Z,20
2018-07-27T00:59:51.454088Z,20
2018-07-27T01:09:59.075569Z,20
2018-07-27T01:20:10.905031Z,20
2018-07-27T01:30:22.169366Z,20
2018-07-27T01:40:29.731293Z,20
2018-07-27T01:50:37.987288Z,20
2018-07-27T02:00:45.479589Z,20
2018-07-27T02:10:53.139538Z,20
2018-07-27T02:21:00.591810Z,20
2018-07-27T02:31:14.913794Z,20
2018-07-27T02:41:22.831770Z,20
2018-07-27T02:51:30.466345Z,20
2018-07-27T03:01:37.890117Z,20
2018-07-27T03:11:45.663106Z,20
2018-07-27T03:21:53.337255Z,20
2018-07-27T12:22:17.998140Z,46
2018-07-27T12:32:26.354955Z,44
2018-07-27T12:42:33.555716Z,42
2018-07-27T12:52:41.073269Z,38
2018-07-27T13:02:49.574869Z,43
2018-07-27T13:12:56.856207Z,44
2018-07-27T13:23:05.045250Z,43
2018-07-27T13:33:19.113574Z,50
2018-07-27T13:43:26.473754Z,53
2018-07-27T13:53:33.878926Z,58
2018-07-27T14:03:41.255127Z,65
2018-07-27T14:13:48.970954Z,58
2018-07-27T14:23:56.929684Z,59
2018-07-27T14:34:07.962608Z,64
2018-07-27T14:44:16.457103Z,64
2018-07-27T14:54:24.155736Z,63
2018-07-27T15:04:31.634246Z,53
2018-07-27T15:14:39.783281Z,57
2018-07-27T15:24:47.391616Z,62
2018-07-27T15:34:57.615512Z,62
2018-07-27T15:45:04.645728Z,58
2018-07-27T15:55:14.363588Z,65
2018-07-27T16:05:21.595089Z,68
2018-07-27T16:15:29.221052Z,72
2018-07-27T16:25:36.929301Z,79
2018-07-27T16:35:48.437988Z,82
2018-07-27T16:45:55.836654Z,81
2018-07-27T16:56:03.016007Z,84
2018-07-27T17:06:11.491065Z,82
2018-07-27T17:16:18.814373Z,74
2018-07-27T17:26:26.526048Z,74
2018-07-27T17:36:37.112800Z,72
2018-07-27T17:46:48.620228Z,65
2018-07-27T17:56:55.772475Z,61
2018-07-27T18:07:02.847890Z,67
2018-07-27T18:17:12.042984Z,68
2018-07-27T18:27:19.690712Z,73
2018-07-27T18:37:30.874928Z,73
2018-07-27T18:47:39.862494Z,74
2018-07-27T18:57:47.376256Z,70
2018-07-27T19:07:54.891208Z,65
2018-07-27T19:18:02.597256Z,67
2018-07-27T19:28:16.033086Z,56
2018-07-27T19:38:23.119958Z,55
2018-07-27T19:48:30.211096Z,49
2018-07-27T19:58:36.962937Z,55
2018-07-27T20:08:44.786946Z,49
2018-07-27T20:18:52.216154Z,47
2018-07-27T20:28:59.630725Z,47
2018-07-27T20:39:13.237843Z,52
2018-07-27T20:49:20.811219Z,48
2018-07-27T20:59:31.027221Z,38
2018-07-27T21:09:37.946168Z,39
2018-07-27T21:19:45.988878Z,28
2018-07-27T21:29:53.627519Z,34
2018-07-27T21:40:00.793155Z,32
2018-07-27T21:50:08.274411Z,33
2018-07-27T22:00:16.070281Z,29
2018-07-27T22:10:34.316543Z,28
2018-07-27T22:20:41.819091Z,23
2018-07-27T22:30:49.633770Z,25
2018-07-27T22:41:00.289474Z,20
2018-07-27T22:51:07.868337Z,20
2018-07-27T23:01:16.098010Z,20
2018-07-27T23:11:23.362291Z,20
2018-07-27T23:21:30.955071Z,20
2018-07-27T23:31:38.657229Z,20
2018-07-27T23:41:49.632027Z,20
2018-07-27T23:51:56.934504Z,20
2018-07-28T00:02:05.441467Z,20
2018-07-28T00:12:13.446242Z,20
2018-07-28T00:22:20.895795Z,20
2018-07-28T00:32:28.676406Z,20
2018-07-28T00:42:39.871549Z,20
2018-07-28T00:52:47.416251Z,20
2018-07-28T01:02:55.534389Z,20
2018-07-28T01:13:03.415108Z,20
2018-07-28T01:23:11.711160Z,20
2018-07-28T01:33:19.437506Z,20
2018-07-28T01:43:30.433896Z,20
2018-07-28T01:53:37.542060Z,20
2018-07-28T02:03:44.956081Z,20
2018-07-28T02:13:52.518317Z,20
2018-07-28T02:23:59.936515Z,20
2018-07-28T02:34:09.658459Z,20
2018-07-28T02:44:20.853443Z,20
2018-07-28T02:54:29.043217Z,20
2018-07-28T03:04:36.508879Z,20
2018-07-28T03:14:44.084964Z,20
2018-07-28T03:24:51.382229Z,20
2018-07-28T03:34:57.821806Z,20
2018-07-28T03:45:08.717002Z,20
2018-07-28T03:55:16.289142Z,20
2018-07-28T04:05:23.917712Z,20
2018-07-28T04:15:31.567717Z,20
2018-07-28T04:25:38.586374Z,20
2018-07-28T04:35:46.734700Z,20
2018-07-28T04:45:58.891443Z,20
2018-07-28T04:56:07.841055Z,20
2018-07-28T05:06:14.992571Z,20
2018-07-28T05:16:21.944929Z,20
2018-07-28T05:26:29.897954Z,20
2018-07-28T05:36:38.532201Z,20
2018-07-28T05:46:49.192838Z,20
2018-07-28T05:56:56.600792Z,20
2018-07-28T06:07:03.768309Z,20
2018-07-28T06:17:11.440085Z,20
2018-07-28T06:27:18.665888Z,20
2018-07-28T06:37:26.733901Z,23
2018-07-28T06:47:43.003469Z,28
2018-07-28T06:57:50.495276Z,29
2018-07-28T07:07:57.802578Z,35
2018-07-28T07:18:05.809792Z,41
2018-07-28T07:28:20.001667Z,47
2018-07-28T07:38:27.741177Z,67
2018-07-28T07:48:35.256191Z,71
2018-07-28T07:58:42.691926Z,64
2018-07-28T08:08:50.140888Z,73
2018-07-28T08:18:57.581248Z,88
2018-07-28T08:29:05.530622Z,95
2018-07-28T08:39:14.043274Z,90
2018-07-28T08:49:26.083338Z,88
2018-07-28T08:59:33.739885Z,91
2018-07-28T09:09:41.160466Z,90
2018-07-28T09:19:48.963881Z,100
2018-07-28T09:29:56.598246Z,91
2018-07-28T09:40:05.009628Z,98
2018-07-28T09:50:19.298206Z,102
2018-07-28T10:00:26.403046Z,103
2018-07-28T10:10:33.843498Z,86
2018-07-28T10:20:54.557951Z,85
2018-07-28T10:31:02.224433Z,83
2018-07-28T10:41:17.386310Z,89
2018-07-28T10:51:29.355804Z,87
2018-07-28T11:01:36.556230Z,72
2018-07-28T11:11:43.638849Z,70
2018-07-28T11:21:50.692148Z,71
2018-07-28T11:31:57.924068Z,70
2018-07-28T11:42:08.686021Z,73
2018-07-28T11:52:19.828103Z,55
2018-07-28T12:02:27.687827Z,52
2018-07-28T12:12:35.440100Z,46
2018-07-28T12:22:43.054991Z,46
2018-07-28T12:32:50.649705Z,47
2018-07-28T12:42:58.389853Z,48
2018-07-28T12:53:13.268699Z,49
2018-07-28T13:03:20.915289Z,51
2018-07-28T13:13:28.584971Z,49
2018-07-28T13:23:35.863115Z,54
2018-07-28T13:33:43.748131Z,50
2018-07-28T13:43:51.225802Z,51
2018-07-28T13:54:02.960901Z,51
2018-07-28T14:04:12.048052Z,43
2018-07-28T14:14:20.081662Z,44
2018-07-28T14:24:27.709079Z,40
2018-07-28T14:34:35.232538Z,36
2018-07-28T16:44:10.434182Z,47
2018-07-28T16:50:09.723173Z,47
2018-07-28T17:00:09.837354Z,49
2018-07-28T17:20:08.984492Z,38
2018-07-28T17:30:08.817458Z,41
2018-07-28T17:50:12.967101Z,36
2018-07-28T18:00:09.801584Z,39
2018-07-28T18:20:12.355691Z,43
2018-07-29T14:10:10.515358Z,63
2018-07-29T14:20:10.703612Z,62
2018-07-29T14:30:10.528553Z,64
2018-07-29T14:40:12.210534Z,60
2018-07-29T14:50:10.077375Z,50
2018-07-29T15:11:10.352329Z,41
2018-07-29T15:21:11.833447Z,40
2018-07-29T15:30:12.081585Z,39
2018-07-29T15:40:11.639898Z,42
2018-07-29T15:50:14.096753Z,48
2018-07-29T16:00:11.540116Z,52
2018-07-29T16:10:13.179335Z,63
2018-07-29T16:30:12.164504Z,68
2018-07-29T16:50:11.748161Z,59
2018-07-29T17:00:18.288181Z,55
2018-07-29T17:10:12.694793Z,42
2018-07-29T17:30:11.831328Z,38
2018-07-29T17:40:13.713214Z,39
2018-07-29T17:50:13.926824Z,41
2018-07-29T18:00:11.658791Z,45
2018-07-29T18:10:13.070841Z,46
2018-07-29T18:20:14.328734Z,43
2018-07-29T18:30:13.474161Z,42
2018-07-29T19:00:13.924220Z,42
2018-07-29T19:20:14.234649Z,36
2018-07-29T19:30:10.755821Z,33
2018-07-29T19:40:14.277331Z,29
2018-07-29T19:50:17.052237Z,32
2018-07-29T20:00:10.716268Z,28
2018-07-29T20:10:17.998593Z,30
2018-07-29T20:20:14.181695Z,32
2018-07-29T20:30:10.673193Z,34
2018-07-29T20:40:13.139175Z,31
2018-07-29T20:50:10.248035Z,27
2018-07-29T21:00:11.381952Z,23
2018-07-29T21:10:17.801782Z,22
2018-07-29T21:20:12.075822Z,20
2018-07-29T21:30:13.866446Z,20
2018-07-29T21:40:10.473636Z,20
2018-07-29T21:50:12.375049Z,20
2018-07-29T22:00:12.820068Z,20
2018-07-29T22:10:12.763812Z,20
2018-07-29T22:20:15.709132Z,20
2018-07-29T22:30:13.784872Z,20
2018-07-29T22:40:10.472705Z,20
2018-07-29T22:50:11.082579Z,20
2018-07-29T23:00:11.697278Z,20
2018-07-29T23:10:12.052851Z,20
2018-07-29T23:20:11.533474Z,20
2018-07-29T23:30:13.930684Z,20
2018-07-29T23:40:09.407036Z,20
2018-07-29T23:50:09.922238Z,20
2018-07-30T00:00:11.399541Z,20
2018-07-30T00:10:13.366941Z,20
2018-07-30T00:30:16.234782Z,20
2018-07-30T00:40:10.277287Z,20
2018-07-30T00:50:11.019584Z,20
2018-07-30T01:10:11.880758Z,20
2018-07-30T01:20:10.337929Z,20
2018-07-30T01:30:12.027547Z,20
2018-07-30T01:40:14.976696Z,20
2018-07-30T01:50:09.958151Z,20
2018-07-30T02:00:14.640848Z,20
2018-07-30T02:10:10.676415Z,20
2018-07-30T02:30:13.679877Z,20
2018-07-30T02:40:12.398113Z,20
2018-07-30T02:50:16.230014Z,20
2018-07-30T03:00:10.327083Z,20
2018-07-30T03:10:11.385147Z,20
2018-07-30T03:20:11.108166Z,20
2018-07-30T03:30:09.811576Z,20
2018-07-30T03:40:10.562559Z,20
2018-07-30T03:50:11.671054Z,20
2018-07-30T04:00:14.525511Z,20
2018-07-30T04:10:11.152403Z,20
2018-07-30T04:20:14.447671Z,20
2018-07-30T04:30:12.979388Z,20
2018-07-30T04:40:12.280713Z,20
2018-07-30T04:50:12.154766Z,21
2018-07-30T05:00:10.331201Z,30
2018-07-30T05:20:10.998090Z,46
2018-07-30T05:30:10.644384Z,50
2018-07-30T05:40:11.493300Z,52
2018-07-30T05:50:12.927842Z,58
2018-07-30T06:00:10.693630Z,66
2018-07-30T06:10:11.443380Z,64
2018-07-30T06:20:15.572705Z,70
2018-07-30T06:30:10.465684Z,62
2018-07-30T06:40:10.700159Z,60
2018-07-30T06:50:11.887097Z,54
2018-07-30T07:00:12.179305Z,45
2018-07-30T07:10:13.427305Z,41
2018-07-30T07:30:19.853101Z,33
2018-07-30T07:40:12.587367Z,32
2018-07-30T07:50:13.708346Z,44
2018-07-30T08:00:11.722378Z,56
2018-07-30T08:10:12.394593Z,60
2018-07-30T08:20:14.008158Z,64
2018-07-30T08:30:10.189047Z,65
2018-07-30T08:40:10.643675Z,64
2018-07-30T08:50:10.829136Z,74
2018-07-30T09:00:12.116759Z,92
2018-07-30T09:10:15.578463Z,85
2018-07-30T09:30:12.698267Z,82
2018-07-30T09:50:13.126631Z,65
2018-07-30T10:00:10.025885Z,54
2018-07-30T10:30:10.902924Z,47
2018-07-30T10:40:10.899182Z,54
2018-07-30T10:50:11.224723Z,58
2018-07-30T11:00:10.546836Z,51
2018-07-30T11:10:16.922783Z,50
2018-07-30T11:20:12.559559Z,56
2018-07-30T11:30:12.029348Z,65
2018-07-30T11:40:17.338850Z,76
2018-07-30T12:00:10.878012Z,79
2018-07-30T12:20:11.302446Z,78
2018-07-30T12:30:10.108075Z,68
2018-07-30T12:40:14.676450Z,64
2018-07-30T12:50:16.407741Z,53
2018-07-30T13:00:09.934533Z,42
2018-07-30T13:10:10.431478Z,45
2018-07-30T13:20:10.042397Z,47
2018-07-30T13:30:10.042776Z,55
2018-07-30T13:40:12.798554Z,57
2018-07-30T13:50:10.790543Z,58
2018-07-30T14:00:11.780291Z,62
2018-07-30T14:10:10.972506Z,64
2018-07-30T14:30:10.871443Z,64
2018-07-30T14:40:10.896634Z,61
2018-07-30T14:50:13.116548Z,63
2018-07-30T15:00:09.777615Z,59
2018-07-30T15:10:13.799023Z,54
2018-07-30T15:20:11.205659Z,68
2018-07-30T15:30:10.553562Z,74
2018-07-30T15:40:12.189457Z,75
2018-07-30T16:00:13.161694Z,98
2018-07-30T16:10:11.842477Z,108
2018-07-30T16:20:10.763775Z,114
2018-07-30T16:30:11.367119Z,142
2018-07-30T16:40:10.991339Z,145
2018-07-30T16:50:10.766053Z,154
2018-07-30T17:00:19.903141Z,168
2018-07-30T17:30:11.933089Z,183
2018-07-30T17:40:13.322426Z,175
2018-07-30T17:50:15.031883Z,176
2018-07-30T18:00:11.847783Z,185
2018-07-30T18:10:14.827160Z,147
2018-07-30T18:40:12.168416Z,133
2018-07-30T18:50:14.669101Z,106
2018-07-30T19:00:11.255581Z,110
2018-07-30T19:10:15.351279Z,119
2018-07-30T19:20:10.308420Z,111
2018-07-30T19:30:09.703411Z,111
2018-07-30T19:40:11.477494Z,104
2018-07-30T20:00:10.834351Z,90
2018-07-30T20:20:11.581269Z,78
2018-07-30T20:30:10.632511Z,77
2018-07-30T20:40:10.411855Z,72
2018-07-30T21:00:10.909842Z,65
2018-07-30T21:10:18.772592Z,54
2018-07-30T21:20:13.416260Z,50
2018-07-30T21:30:11.431210Z,50
2018-07-30T21:40:10.656070Z,44
2018-07-30T22:00:12.452308Z,41
2018-07-30T22:10:10.928838Z,30
2018-07-30T22:20:14.010838Z,24
2018-07-30T22:30:09.389147Z,26
2018-07-30T22:40:10.664173Z,26
2018-07-30T23:00:10.182221Z,20
2018-07-30T23:10:09.057810Z,20
2018-07-30T23:20:15.858228Z,20
2018-07-30T23:40:11.112603Z,20
2018-07-30T23:50:09.924846Z,20
2018-07-31T00:10:10.184179Z,20
2018-07-31T00:20:09.635659Z,20
2018-07-31T00:40:14.892431Z,20
2018-07-31T00:50:11.520449Z,20
2018-07-31T01:00:09.620783Z,20
2018-07-31T01:10:11.480276Z,20
2018-07-31T01:20:11.026657Z,20
2018-07-31T01:30:10.213256Z,20
2018-07-31T01:40:10.177347Z,20
2018-07-31T01:50:13.773163Z,20
2018-07-31T02:10:10.531612Z,20
2018-07-31T02:20:10.690545Z,20
2018-07-31T02:30:09.888733Z,20
2018-07-31T02:40:11.963693Z,20
2018-07-31T02:50:10.567554Z,20
2018-07-31T03:00:16.476913Z,20
2018-07-31T03:10:09.674810Z,20
2018-07-31T03:20:09.535994Z,20
2018-07-31T03:40:11.111583Z,20
2018-07-31T03:50:18.107945Z,20
2018-07-31T04:00:09.221989Z,20
2018-07-31T04:10:16.332164Z,20
2018-07-31T04:20:09.231017Z,20
2018-07-31T04:30:11.432127Z,20
2018-07-31T04:50:11.183484Z,23
2018-07-31T05:00:09.131492Z,22
2018-07-31T05:20:16.910779Z,37
2018-07-31T05:30:10.084596Z,44
2018-07-31T05:50:10.893813Z,64
2018-07-31T06:00:12.467753Z,68
2018-07-31T06:10:10.136718Z,69
2018-07-31T06:20:13.370573Z,78
2018-07-31T06:30:10.986466Z,75
2018-07-31T06:42:17.168162Z,61
2018-07-31T06:50:09.814312Z,59
2018-07-31T07:00:11.226071Z,53
2018-07-31T07:22:16.971813Z,39
2018-07-31T07:30:11.327616Z,40
2018-07-31T07:40:09.918828Z,41
2018-07-31T07:50:09.117500Z,37
2018-07-31T08:00:09.675046Z,42
2018-07-31T08:10:12.465749Z,45
2018-07-31T08:20:12.897315Z,52
2018-07-31T08:30:10.531151Z,65
2018-07-31T08:40:12.039095Z,70
2018-07-31T08:50:11.266589Z,69
2018-07-31T09:00:09.634288Z,70
2018-07-31T09:10:13.873505Z,74
2018-07-31T09:20:13.353516Z,89
2018-07-31T09:30:13.605195Z,81
2018-07-31T10:00:10.555039Z,85
2018-07-31T10:10:18.469402Z,80
2018-07-31T10:30:10.823399Z,78
2018-07-31T10:40:10.121774Z,73
2018-07-31T10:50:09.457290Z,66
2018-07-31T11:00:10.316353Z,60
2018-07-31T11:10:12.238062Z,52
2018-07-31T11:20:09.627503Z,53
2018-07-31T11:30:10.121084Z,63
2018-07-31T11:50:10.946680Z,70
2018-07-31T12:00:12.023112Z,69
2018-07-31T12:10:09.276805Z,67
2018-07-31T12:20:10.907617Z,68
2018-07-31T12:30:10.183809Z,58
2018-07-31T12:40:10.413754Z,56
2018-07-31T12:50:11.822758Z,50
2018-07-31T13:00:09.948979Z,58
2018-07-31T13:10:10.101901Z,54
2018-07-31T13:20:10.538376Z,60
2018-07-31T13:40:11.445926Z,67
2018-07-31T13:50:09.868927Z,63
2018-07-31T14:00:10.981464Z,68
2018-07-31T14:10:13.962270Z,66
2018-07-31T14:20:16.402321Z,67
2018-07-31T14:30:10.515815Z,66
2018-07-31T14:40:13.809209Z,68
2018-07-31T14:50:11.648954Z,67
2018-07-31T15:00:10.285577Z,74
2018-07-31T15:30:10.563670Z,82
2018-07-31T15:40:11.187311Z,83
2018-07-31T15:50:10.944232Z,93
2018-07-31T16:00:09.787126Z,96
2018-07-31T16:10:12.696877Z,104
2018-07-31T16:30:10.105387Z,127
2018-07-31T16:40:10.235738Z,138
2018-07-31T16:50:12.017774Z,158
2018-07-31T17:00:10.564345Z,168
2018-07-31T17:20:11.214160Z,181
2018-07-31T17:30:10.582195Z,160
2018-07-31T17:40:09.772877Z,151
2018-07-31T18:00:11.499212Z,141
2018-07-31T18:10:10.592149Z,128
2018-07-31T18:20:11.260721Z,123
2018-07-31T18:30:10.302549Z,126
2018-07-31T18:40:13.206348Z,127
2018-07-31T18:50:09.942075Z,142
2018-07-31T19:00:09.809340Z,124
2018-07-31T19:20:11.622177Z,116
2018-07-31T19:30:10.423076Z,117
2018-07-31T19:50:18.133361Z,96
2018-07-31T20:00:29.141273Z,89
2018-07-31T20:10:11.798660Z,78
2018-07-31T20:20:10.991040Z,82
2018-07-31T20:30:10.079263Z,84
2018-07-31T20:40:13.421966Z,80
2018-07-31T21:00:10.665370Z,62
2018-07-31T21:10:11.681024Z,53
2018-07-31T21:20:17.475349Z,58
2018-07-31T21:30:10.697761Z,52
2018-07-31T21:40:10.733119Z,40
2018-07-31T21:50:13.474499Z,43
2018-07-31T22:00:09.982007Z,34
2018-07-31T22:50:09.936318Z,29
2018-07-31T23:00:19.835024Z,28
2018-07-31T23:10:14.884712Z,26
2018-07-31T23:20:11.004548Z,22
2018-07-31T23:30:12.980138Z,22
2018-07-31T23:50:09.901964Z,21
2018-08-01T00:10:16.685887Z,21
2018-08-01T00:30:09.960866Z,20
2018-08-01T00:40:14.267297Z,20
2018-08-01T00:50:15.355121Z,20
2018-08-01T01:00:15.789595Z,20
2018-08-01T01:10:15.220781Z,20
2018-08-01T01:20:19.033840Z,20
2018-08-01T01:30:15.204622Z,20
2018-08-01T01:40:15.573126Z,20
2018-08-01T01:50:16.145021Z,20
2018-08-01T02:00:15.052311Z,20
2018-08-01T02:10:16.106972Z,20
2018-08-01T02:20:15.284544Z,20
2018-08-01T02:30:18.981216Z,20
2018-08-01T02:40:14.720890Z,20
2018-08-01T02:50:15.847623Z,20
2018-08-01T03:00:15.952370Z,20
2018-08-01T03:10:15.368999Z,20
2018-08-01T03:20:55.756700Z,20
2018-08-01T03:30:16.144817Z,20
2018-08-01T03:40:31.161234Z,20
2018-08-01T03:50:15.858533Z,20
2018-08-01T04:00:23.172222Z,20
2018-08-01T04:10:16.410344Z,20
2018-08-01T04:20:15.897760Z,20
2018-08-01T04:30:15.237528Z,20
2018-08-01T04:40:14.364594Z,20
2018-08-01T04:50:19.421164Z,20
2018-08-01T05:00:28.186908Z,25
2018-08-01T05:10:39.153409Z,35
2018-08-01T05:20:14.763520Z,50
2018-08-01T05:40:16.809496Z,58
2018-08-01T06:00:14.933998Z,61
2018-08-01T06:10:14.280921Z,67
2018-08-01T06:20:14.729436Z,71
2018-08-01T06:30:16.043213Z,68
2018-08-01T06:40:16.022854Z,63
2018-08-01T06:50:16.363940Z,60
2018-08-01T07:00:24.873694Z,62
2018-08-01T07:10:18.427525Z,56
2018-08-01T07:20:16.467744Z,48
2018-08-01T07:30:16.328230Z,42
2018-08-01T07:40:15.886054Z,41
2018-08-01T07:50:16.913177Z,35
2018-08-01T08:00:19.921948Z,39
2018-08-01T08:10:16.867310Z,39
2018-08-01T08:20:17.100556Z,52
2018-08-01T08:30:15.805674Z,57
2018-08-01T08:40:17.219977Z,57
2018-08-01T08:50:16.181743Z,65
2018-08-01T09:00:15.717323Z,68
2018-08-01T09:10:20.206446Z,75
2018-08-01T09:20:16.953928Z,90
2018-08-01T09:30:16.583203Z,92
2018-08-01T09:40:16.432977Z,95
2018-08-01T09:50:15.923161Z,101
2018-08-01T10:00:16.408500Z,97
2018-08-01T10:20:16.742173Z,85
2018-08-01T10:30:16.607603Z,71
2018-08-01T10:50:16.918899Z,50
2018-08-01T11:00:19.675086Z,55
2018-08-01T11:10:19.793349Z,64
2018-08-01T11:20:20.964591Z,67
2018-08-01T11:30:14.695183Z,70
2018-08-01T11:40:18.859373Z,75
2018-08-01T11:50:15.585685Z,77
2018-08-01T12:10:16.401460Z,71
2018-08-01T12:20:16.101286Z,76
2018-08-01T12:30:16.126716Z,63
2018-08-01T12:40:14.513420Z,57
2018-08-01T12:50:15.292412Z,57
2018-08-01T13:00:14.547852Z,59
2018-08-01T13:10:15.991241Z,57
2018-08-01T13:20:15.348987Z,62
2018-08-01T13:30:14.490919Z,69
2018-08-01T13:40:16.478371Z,71
2018-08-01T13:50:15.695108Z,68
2018-08-01T14:00:15.423386Z,70
2018-08-01T14:10:17.476493Z,67
2018-08-01T14:20:16.367187Z,71
2018-08-01T14:30:15.840627Z,67
2018-08-01T14:40:18.242911Z,65
2018-08-01T15:10:18.891691Z,71
2018-08-01T15:20:15.876285Z,80
2018-08-01T15:30:15.004230Z,79
2018-08-01T15:40:16.668334Z,87
2018-08-01T15:50:15.118964Z,86
2018-08-01T16:00:14.977652Z,99
2018-08-01T16:30:15.371231Z,148
2018-08-01T16:40:17.348642Z,162
2018-08-01T16:50:17.639196Z,171
2018-08-01T17:00:15.507136Z,188
2018-08-01T17:10:14.855223Z,174
2018-08-01T17:20:16.275505Z,167
2018-08-01T17:30:19.540897Z,156
2018-08-01T17:40:18.542560Z,154
2018-08-01T17:50:25.443110Z,162
2018-08-01T18:00:15.586864Z,147
2018-08-01T18:20:14.837960Z,171
2018-08-01T18:30:15.486478Z,175
2018-08-01T18:40:17.583089Z,162
2018-08-01T18:50:18.266862Z,145
2018-08-01T19:00:15.377036Z,138
2018-08-01T19:10:17.060230Z,122
2018-08-01T19:20:16.720213Z,110
2018-08-01T19:30:16.991163Z,86
2018-08-01T19:40:15.130159Z,93
2018-08-01T19:50:14.737518Z,88
2018-08-01T20:00:16.296719Z,82
2018-08-01T20:10:17.147123Z,73
2018-08-01T20:20:14.949186Z,71
2018-08-01T20:30:14.940765Z,68
2018-08-01T20:40:19.605723Z,63
2018-08-01T20:50:17.475837Z,56
2018-08-01T21:00:15.732654Z,56
2018-08-01T21:10:17.791585Z,50
2018-08-01T21:20:17.227677Z,49
2018-08-01T21:30:20.266769Z,49
2018-08-01T22:00:15.631145Z,33
2018-08-01T22:20:15.985807Z,30
2018-08-01T22:30:15.896449Z,27
2018-08-01T22:40:15.587400Z,21
2018-08-01T22:50:21.752321Z,20
2018-08-01T23:00:17.260787Z,20
2018-08-01T23:10:17.209109Z,20
2018-08-01T23:20:14.653769Z,20
2018-08-01T23:30:14.907671Z,20
2018-08-01T23:40:15.623655Z,20
2018-08-02T00:00:21.838136Z,20
2018-08-02T00:10:17.897208Z,20
2018-08-02T00:20:14.459260Z,20
2018-08-02T00:40:15.922307Z,20
2018-08-02T00:50:15.636791Z,20
